0.040268456	1.010240673	0.129393455
0.05033557	1.130266402	0.28551867
0.060402685	1.258231475	0.404842454
0.070469799	1.347407724	0.372022371
0.080536913	1.504836669	0.410661271
0.090604027	1.694857887	0.7540101
0.100671141	1.802804009	0.908850278
0.100671141	2.837675608	0.142510442
0.110738255	2.832495064	0.211617067
0.120805369	2.908515654	0.34089914
0.130872483	3.109166286	0.316493673
0.140939597	3.245069598	0.405834258
0.151006711	3.312286956	0.265003272
0.161073826	3.568038097	0.275260948
0.17114094	3.78860124	0.373396837
0.181208054	3.871010961	0.490549428
0.191275168	4.033085205	0.28787267
0.201342282	4.321807931	0.289603801
0.211409396	4.465451653	0.509587336
0.22147651	4.552312134	0.547478228
0.231543624	5.313351529	0.296578779
0.241610738	5.234823972	0.388501677
0.251677852	5.403174897	0.469030777
0.261744966	5.488060022	0.537734164
0.271812081	5.676835236	0.484926972
0.281879195	5.879721125	0.611655642
0.291946309	6.158118056	0.566566008
0.302013423	6.227000772	0.630264866
0.312080537	6.373156904	0.465373778
0.322147651	6.589579929	0.493889038
0.332214765	6.708269133	0.870186088
0.342281879	6.893683017	0.906810537
0.352348993	7.049055915	0.862260404
0.362416107	7.270945422	1.085300663
0.372483221	7.470083766	1.09850711
0.382550336	7.512267386	1.236230262
0.39261745	7.775447024	0.973916995
0.402684564	8.005842673	0.797906071
0.412751678	8.124028565	0.963610262
0.422818792	8.238127794	0.857646764
0.432885906	8.326962645	0.593032902
0.44295302	8.466086375	0.688255711
0.453020134	8.494101005	0.783654647
0.463087248	8.438014424	0.654200847
0.473154362	8.503605314	0.523719965
0.483221477	9.45902913	0.256935327
0.493288591	9.445490507	0.31060282
0.503355705	9.48500183	0.383270025
0.503355705	9.48432699	0.385497155
0.513422819	9.508694861	0.377383253
0.523489933	9.561472668	0.424219303
0.533557047	9.624694501	0.53330938
0.543624161	9.632543892	0.541235602
0.553691275	11.68598755	0.30086756
0.563758389	11.77142897	0.234714386
0.573825503	11.84226701	0.37513416
0.583892617	11.86844458	0.424837603
0.593959732	11.96196311	0.357618692
0.604026846	12.07043355	0.323083485
0.61409396	12.12594404	0.358532549
0.624161074	12.17608503	0.361180352
0.634228188	12.2209953	0.344199002
0.644295302	12.31888834	0.371963319
0.654362416	12.32652349	0.350751931
0.66442953	12.34905097	0.402657908
0.674496644	12.41177586	0.337030787
0.684563758	12.45135187	0.400909823
0.694630872	12.4628912	0.375811079
0.704697987	12.456366	0.344978326
0.714765101	12.50225494	0.351715615
