0.100671141	0.321098751	0.105270504
0.110738255	0.349017665	0.131343627
0.120805369	0.417801514	0.094423544
0.130872483	0.48039356	0.152021999
0.140939597	0.502690863	0.164056463
0.151006711	0.540564386	0.180213191
0.161073826	0.612410062	0.198917931
0.17114094	0.641190504	0.284303649
0.181208054	0.674141081	0.333422026
0.191275168	0.685968061	0.34519258
0.201342282	0.68079766	0.560803154
0.211409396	0.87488853	0.489063658
0.22147651	0.923963554	0.532217647
0.241610738	1.150672118	0.580147597
0.251677852	1.245513108	0.577309582
0.261744966	1.305332606	0.565620565
0.271812081	1.430522126	0.480111658
0.281879195	1.514880592	0.558946968
0.291946309	1.57792617	0.921823613
0.302013423	1.67176823	0.710518298
0.312080537	1.689749586	0.956728708
0.382550336	3.142630421	0.985598551
0.39261745	3.286698757	1.024020423
0.402684564	3.434026475	1.084457614
0.412751678	3.667608226	0.982199419
0.422818792	3.725745623	0.885931722
0.432885906	3.871189505	0.821786799
0.44295302	4.040609386	0.895290446
0.453020134	4.199410092	0.998064131
0.463087248	4.499362502	0.729734457
0.473154362	4.560077958	0.666954274
0.483221477	4.680209179	0.554853538
0.493288591	4.792357664	0.505990312
0.503355705	4.865210505	0.595226419
0.513422819	4.930490439	0.640829961
0.523489933	5.053926054	0.544302224
0.533557047	5.191603391	0.712312373
0.543624161	5.205798087	0.717608012
0.553691275	5.331081947	0.679342743
0.563758389	5.493184434	0.791899311
0.573825503	5.738495525	1.158409106
0.583892617	5.790628122	1.224190986
0.593959732	5.866911464	1.228364686
0.604026846	6.216072634	1.521234901
0.61409396	6.289434334	1.654027684
0.624161074	6.540759338	1.755268032
0.634228188	6.700929113	2.006824766
0.644295302	7.12830552	2.192782088
0.654362416	7.358188852	1.973565448
0.66442953	7.51188082	1.890200184
0.674496644	7.753417737	1.762779294
