#   Step          Temp          Press            Lx             Ly             Lz             Xy             Xz             Yz      
    375000   302.27204      424.4837       93.342759      38.036696      41.537667      0              0              0            
    376000   302.51238      519.1906       93.358508      38.043114      41.544676      0              0              0            
    377000   301.82266      38.596955      93.315479      38.02558       41.525528      0              0              0            
    378000   299.46023      144.94465      93.221519      37.987292      41.483716      0              0              0            
    379000   300.37778      38.230024      93.241178      37.995303      41.492464      0              0              0            
    380000   301.71359     -312.49521      93.346976      38.038415      41.539544      0              0              0            
    381000   300.39945     -375.31856      93.275637      38.009345      41.507798      0              0              0            
    382000   299.29107     -351.71917      93.346553      38.038242      41.539356      0              0              0            
    383000   298.59351     -195.50276      93.376889      38.050605      41.552856      0              0              0            
    384000   299.92031      325.48585      93.303886      38.020856      41.520369      0              0              0            
    385000   301.2016      -1483.5587      93.332164      38.032379      41.532953      0              0              0            
    386000   300.08024     -1058.8631      93.321791      38.028152      41.528337      0              0              0            
    387000   300.46625     -143.94476      93.255372      38.001087      41.49878       0              0              0            
    388000   301.56862      1025.2114      93.29512       38.017284      41.516468      0              0              0            
    389000   297.08874      629.7419       93.310824      38.023683      41.523456      0              0              0            
    390000   303.69426     -372.20453      93.289355      38.014935      41.513903      0              0              0            
    391000   296.58008     -126.14699      93.270459      38.007235      41.505494      0              0              0            
    392000   301.16306      44.032794      93.30828       38.022646      41.522324      0              0              0            
    393000   299.27156     -1230.7175      93.397381      38.058955      41.561975      0              0              0            
    394000   296.84196     -1229.6753      93.337116      38.034397      41.535157      0              0              0            
    395000   300.00529      506.62026      93.323992      38.029049      41.529316      0              0              0            
    396000   295.95784      144.6034       93.294319      38.016958      41.516112      0              0              0            
    397000   301.26336      397.1235       93.282642      38.012199      41.510916      0              0              0            
    398000   298.11574     -441.4333       93.366989      38.04657       41.54845       0              0              0            
    399000   301.82854      360.71462      93.318123      38.026658      41.526705      0              0              0            
    400000   300.0612      -323.43141      93.305516      38.02152       41.521094      0              0              0            
    401000   301.92151      743.43875      93.323379      38.028799      41.529044      0              0              0            
    402000   298.42204     -177.19568      93.270511      38.007256      41.505517      0              0              0            
    403000   300.98109      805.81708      93.310038      38.023363      41.523107      0              0              0            
    404000   298.10164     -550.19597      93.345095      38.037649      41.538707      0              0              0            
    405000   298.10329      397.2083       93.292849      38.016358      41.515457      0              0              0            
    406000   296.37675      828.66782      93.30712       38.022174      41.521808      0              0              0            
    407000   299.99384      161.75371      93.326522      38.03008       41.530442      0              0              0            
    408000   299.44261     -40.482636      93.350358      38.039793      41.541049      0              0              0            
    409000   299.53494      359.48959      93.311696      38.024039      41.523844      0              0              0            
    410000   298.19136     -178.84038      93.268953      38.006621      41.504824      0              0              0            
    411000   301.37796      771.18103      93.317916      38.026573      41.526612      0              0              0            
    412000   300.60143     -294.08734      93.334423      38.0333        41.533958      0              0              0            
    413000   298.02806      731.40426      93.266147      38.005478      41.503575      0              0              0            
    414000   299.8895       635.83833      93.289621      38.015043      41.514021      0              0              0            
    415000   296.92282      847.43794      93.33789       38.034713      41.535501      0              0              0            
    416000   302.58981      922.20094      93.201898      37.979297      41.474984      0              0              0            
    417000   303.32063      207.83252      93.32128       38.027944      41.528109      0              0              0            
    418000   298.81116     -1026.5461      93.289631      38.015047      41.514025      0              0              0            
    419000   297.76107     -175.98934      93.265979      38.005409      41.503501      0              0              0            
    420000   301.36303      433.92735      93.345483      38.037807      41.53888       0              0              0            
    421000   302.56977      954.75726      93.243442      37.996225      41.493471      0              0              0            
    422000   295.83845      117.51205      93.265348      38.005152      41.50322       0              0              0            
    423000   300.44971     -250.44395      93.238024      37.994017      41.49106       0              0              0            
    424000   298.68154     -608.30501      93.289468      38.014981      41.513953      0              0              0            
    425000   302.85903     -1451.138       93.374954      38.049816      41.551994      0              0              0            
    426000   298.75428      807.6363       93.161504      37.962836      41.457009      0              0              0            
    427000   299.24908      975.15366      93.29103       38.015617      41.514648      0              0              0            
    428000   297.94645      695.26347      93.200335      37.97866       41.474289      0              0              0            
    429000   299.98719     -877.70866      93.236854      37.993541      41.49054       0              0              0            
    430000   301.8685       575.83275      93.321644      38.028092      41.528271      0              0              0            
    431000   302.22799     -703.09561      93.265848      38.005356      41.503442      0              0              0            
    432000   297.9181      -508.49805      93.325869      38.029814      41.530151      0              0              0            
    433000   300.34222     -448.2765       93.256957      38.001733      41.499486      0              0              0            
    434000   297.69887      952.45372      93.351619      38.040307      41.54161       0              0              0            
    435000   299.90387      220.42325      93.230753      37.991055      41.487825      0              0              0            
    436000   300.56817      345.9249       93.327144      38.030334      41.530719      0              0              0            
    437000   300.46089      176.96888      93.258228      38.002251      41.500051      0              0              0            
    438000   302.4686      -46.031492      93.342449      38.03657       41.537529      0              0              0            
    439000   301.18125     -154.33817      93.257393      38.00191       41.499679      0              0              0            
    440000   298.54478     -606.7466       93.402538      38.061056      41.564269      0              0              0            
    441000   297.78446     -263.06841      93.32885       38.031029      41.531478      0              0              0            
    442000   300.42876     -452.79452      93.232321      37.991694      41.488522      0              0              0            
    443000   297.00335      86.49839       93.292187      38.016089      41.515163      0              0              0            
    444000   300.57472      299.96947      93.253851      38.000467      41.498103      0              0              0            
    445000   299.3374       301.71368      93.265272      38.005121      41.503186      0              0              0            
    446000   300.27483     -212.70771      93.279393      38.010875      41.509469      0              0              0            
    447000   300.34876      397.38191      93.221823      37.987416      41.483851      0              0              0            
    448000   302.88218     -432.73763      93.335293      38.033654      41.534345      0              0              0            
    449000   297.55671     -463.63785      93.275947      38.009471      41.507936      0              0              0            
    450000   303.71196      547.53799      93.284979      38.013151      41.511955      0              0              0            
    451000   304.16529      566.88702      93.282156      38.012001      41.510699      0              0              0            
    452000   298.25184      486.45853      93.265276      38.005123      41.503188      0              0              0            
    453000   297.94264     -855.33822      93.305101      38.021351      41.52091       0              0              0            
    454000   302.33356      386.58986      93.282586      38.012176      41.51089       0              0              0            
    455000   299.55965      1251.8112      93.273777      38.008587      41.50697       0              0              0            
    456000   300.98793      400.1727       93.177569      37.969382      41.464158      0              0              0            
    457000   302.42693     -919.18157      93.310294      38.023467      41.52322       0              0              0            
    458000   300.13202      234.86397      93.298396      38.018619      41.517926      0              0              0            
    459000   296.85395     -970.90832      93.414411      38.065894      41.569553      0              0              0            
    460000   299.05076      865.97014      93.269192      38.006718      41.50493       0              0              0            
    461000   301.0956      -571.43811      93.337203      38.034432      41.535195      0              0              0            
    462000   299.08072      610.64971      93.263694      38.004478      41.502484      0              0              0            
    463000   299.9369      -550.16883      93.309339      38.023078      41.522795      0              0              0            
    464000   299.02737      1149.9566      93.221374      37.987233      41.483651      0              0              0            
    465000   301.95115     -277.49572      93.374798      38.049752      41.551925      0              0              0            
    466000   298.97542      671.75045      93.204856      37.980502      41.476301      0              0              0            
    467000   297.40138      955.5881       93.307491      38.022325      41.521973      0              0              0            
    468000   301.3959       688.6849       93.301127      38.019732      41.519141      0              0              0            
    469000   299.00134     -142.30642      93.361088      38.044165      41.545824      0              0              0            
    470000   300.52714     -174.68306      93.258413      38.002326      41.500133      0              0              0            
    471000   303.42749      38.547096      93.313242      38.024669      41.524532      0              0              0            
    472000   299.78461      1117.5496      93.247735      37.997975      41.495382      0              0              0            
    473000   299.13847     -1008.5731      93.256275      38.001455      41.499182      0              0              0            
    474000   303.48522      252.90312      93.304664      38.021173      41.520715      0              0              0            
    475000   299.9917      -623.10897      93.275046      38.009104      41.507535      0              0              0            
    476000   301.27736      527.74018      93.22588       37.989069      41.485656      0              0              0            
    477000   300.36149      376.12147      93.233548      37.992194      41.489068      0              0              0            
    478000   302.58272      338.57577      93.301364      38.019828      41.519247      0              0              0            
    479000   301.31268     -68.571075      93.358463      38.043096      41.544656      0              0              0            
    480000   299.56119     -170.2966       93.224444      37.988484      41.485017      0              0              0            
    481000   299.8215      -346.51393      93.250287      37.999015      41.496517      0              0              0            
    482000   299.16788      81.490718      93.375788      38.050156      41.552366      0              0              0            
    483000   297.70133     -502.80907      93.294151      38.016889      41.516037      0              0              0            
    484000   302.20154      399.53343      93.359037      38.04333       41.544911      0              0              0            
    485000   299.19981      80.769379      93.288029      38.014394      41.513313      0              0              0            
    486000   299.68974     -297.87229      93.261344      38.00352       41.501438      0              0              0            
    487000   300.94381     -618.24776      93.252341      37.999851      41.497431      0              0              0            
    488000   299.63485     -1004.7963      93.373202      38.049102      41.551215      0              0              0            
    489000   302.17716     -101.25837      93.245049      37.99688       41.494186      0              0              0            
    490000   295.40075      244.40462      93.283259      38.01245       41.51119       0              0              0            
    491000   299.68169      383.96438      93.311451      38.023939      41.523736      0              0              0            
    492000   299.63975      198.6581       93.286609      38.013816      41.512681      0              0              0            
    493000   303.51431     -60.062944      93.368047      38.047001      41.548921      0              0              0            
    494000   296.09731     -537.25119      93.231481      37.991352      41.488149      0              0              0            
    495000   303.00776     -489.62879      93.295593      38.017476      41.516678      0              0              0            
    496000   296.4097       437.94078      93.292078      38.016044      41.515114      0              0              0            
    497000   299.86408      739.94601      93.268851      38.00658       41.504778      0              0              0            
    498000   300.77874     -946.6424       93.283764      38.012656      41.511414      0              0              0            
    499000   299.94162     -280.2528       93.322954      38.028626      41.528854      0              0              0            
    500000   300.09733     -164.94527      93.386503      38.054522      41.557134      0              0              0            
